0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-0.000171,-0.000000
-0.000085,0.000000
-0.000085,0.000000
-0.000171,-0.000000
-0.000171,-0.000000
-0.000171,-0.000000
0.000426,0.000007
0.000341,0.000006
0.001021,0.000061
0.000516,-0.000021
0.001544,0.000263
0.002066,0.000445
0.002268,0.000520
0.001877,0.000189
0.002764,0.001169
0.002611,0.000912
0.003317,0.002464
0.003425,0.002787
0.003464,0.002997
0.003417,0.003294
0.003361,0.003587
0.003287,0.003833
0.003744,0.003165
0.003597,0.003318
0.003574,0.003362
0.003570,0.003352
-0.030963,0.014645
-0.174373,0.051631
-0.275201,0.068533
-0.317303,0.072643
-0.336510,0.074274
-0.342065,0.074856
-0.346833,0.075556
-0.350775,0.076283
-0.351360,0.076404
-0.351276,0.076386
-0.351235,0.076378
-0.351109,0.076351
-0.350901,0.076307
-0.350442,0.076209
-0.349734,0.076053
-0.348281,0.075713
-0.347334,0.075457
-0.344061,0.074355
-0.340352,0.072833
-0.340073,0.072725
-0.340246,0.072850
-0.340084,0.072712
-0.340549,0.073211
-0.340592,0.073336
-0.340589,0.073337
-0.340395,0.072728
-0.340421,0.072897
-0.340450,0.072598
-0.340239,0.073686
-0.340455,0.073130
-0.340410,0.073202
-0.339812,0.073924
-0.338552,0.075007
-0.339035,0.074735
-0.338549,0.074895
-0.337799,0.075057
-0.289710,0.081262
-0.134353,0.092774
0.015046,0.090251
0.113455,0.081016
0.156035,0.076133
0.167456,0.075066
0.173423,0.074883
0.175427,0.074890
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.175385,0.074889
0.174788,0.074884
0.174446,0.074882
0.174063,0.074882
0.172826,0.074889
0.172399,0.074896
0.171590,0.074921
0.169800,0.075004
0.166911,0.075248
0.164332,0.075585
0.163328,0.075785
0.163529,0.075711
0.163185,0.075880
0.163250,0.075827
0.163807,0.075299
0.163904,0.075211
0.163424,0.076067
0.163503,0.075868
0.163487,0.075609
0.163505,0.075394
0.163599,0.075985
0.163488,0.075709
0.162444,0.074203
0.161860,0.073585
0.161198,0.073120
0.159910,0.072556
0.160280,0.072657
0.104492,0.062211
-0.051398,0.044362
-0.205414,0.042914
-0.294108,0.046997
-0.331523,0.048421
-0.342779,0.048355
-0.347925,0.047987
-0.349028,0.047875
-0.349919,0.047783
-0.349961,0.047778
-0.350089,0.047766
-0.351916,0.047606
-0.354553,0.047428
-0.356002,0.047373
-0.358220,0.047357
-0.358390,0.047358
-0.358390,0.047358
-0.358390,0.047358
-0.358390,0.047358
-0.357921,0.047352
-0.357239,0.047342
-0.357196,0.047339
-0.356387,0.047301
-0.354858,0.047161
-0.351656,0.046667
-0.351194,0.046581
-0.351395,0.046654
-0.350434,0.046193
-0.350527,0.046282
-0.350767,0.046462
-0.350496,0.046187
-0.350370,0.045965
-0.350251,0.045599
-0.350195,0.045350
-0.350157,0.045267
-0.350112,0.045733
-0.349825,0.046891
-0.349293,0.048145
-0.349611,0.047743
-0.349858,0.047509
-0.349690,0.047570
-0.349315,0.047771
-0.348942,0.047862
-0.349025,0.047844
-0.227594,0.065521
-0.080516,0.075674
0.063816,0.072960
0.133689,0.068345
0.160552,0.066780
0.169079,0.066786
0.172996,0.067006
0.173251,0.067026
0.173251,0.067026
0.173251,0.067026
